,ground_truth,baseline,baseline_s42,baseline_s985,filt_freq_distro,filt_freq_distro_s42,filt_freq_distro_s985,filt_gen_sent,filt_gen_sent_s42,filt_gen_sent_s985,filt_tgt_ppl,filt_tgt_ppl_s42,filt_tgt_ppl_s985
5445,2,3,4,3,5,1,4,1,1,2,2,3,2
5446,1,2,2,0,2,2,3,2,3,3,1,2,3
5447,3,1,2,1,1,2,5,2,2,2,2,2,1
5448,1,0,0,0,1,1,2,3,3,2,0,0,0
5449,1,0,0,0,1,3,2,1,1,2,3,3,2
5450,1,4,3,3,3,2,3,1,2,0,3,3,3
5451,2,2,2,2,1,3,1,2,1,2,1,2,1
5452,3,0,0,0,2,3,1,0,1,3,1,2,1
5453,0,0,0,0,2,0,0,1,1,2,1,2,1
5454,2,3,2,2,3,3,5,4,4,2,2,3,2
5455,1,2,5,2,2,2,3,0,3,2,3,2,3
5456,0,0,0,0,2,2,2,0,2,0,1,1,1
5457,2,1,1,2,3,2,3,1,2,2,1,2,2
5458,1,1,2,2,5,5,6,6,6,6,3,3,2
5459,0,1,1,1,5,1,3,2,2,2,1,1,1
5460,4,4,0,4,5,2,4,3,3,2,4,4,3
5461,2,2,2,2,1,1,1,3,3,3,2,3,1
5462,1,0,0,0,2,2,2,2,2,3,1,2,1
5463,0,2,1,1,2,3,2,2,2,2,1,3,3
5464,2,0,0,0,0,2,3,1,1,2,1,1,2
5465,2,0,0,0,2,1,2,2,1,1,2,2,3
5466,1,0,1,0,0,1,0,2,2,0,2,2,2
5467,3,1,0,2,3,2,4,2,4,2,2,2,2
5468,4,0,2,2,5,4,4,2,3,2,3,3,3
5469,1,3,0,0,2,1,2,4,1,2,1,1,2
5470,2,0,0,0,2,0,3,1,0,2,1,2,1
5471,2,1,0,1,3,2,4,2,2,2,2,0,1
5472,1,0,0,0,0,0,1,1,1,2,3,1,2
5473,1,0,0,1,1,1,1,0,1,0,2,2,1
5474,0,0,0,0,1,1,1,2,2,2,0,0,1
5475,4,1,0,1,2,0,2,1,2,1,0,0,0
5476,2,4,3,4,3,5,3,3,2,2,2,5,2
5477,2,0,0,0,1,3,3,1,1,3,1,2,1
5478,0,0,0,0,2,2,2,2,3,1,3,2,3
5479,0,1,2,0,4,3,3,5,2,2,4,4,4
5480,2,0,0,1,2,1,1,0,1,0,0,0,0
5481,1,1,0,0,2,3,2,1,2,3,2,2,2
5482,3,1,0,1,2,2,1,2,3,2,1,3,3
5483,2,1,1,1,2,2,3,1,2,1,4,2,3
5484,3,0,0,0,1,1,1,2,2,1,1,1,1
5485,2,2,1,2,2,1,2,1,1,1,2,2,2
5486,1,2,3,0,2,2,2,3,2,4,2,0,1
5487,0,0,0,0,2,2,3,2,2,1,1,4,0
5488,5,0,0,0,1,2,2,3,3,3,4,2,1
5489,0,2,1,2,3,3,4,4,3,3,0,2,1
5490,2,1,1,1,2,2,2,2,2,2,1,2,2
5491,2,1,1,1,2,2,2,2,1,2,2,2,1
5492,1,0,0,0,3,1,2,2,1,2,2,0,2
5493,1,0,1,1,1,1,2,1,1,1,0,1,1
5494,4,0,0,0,2,2,2,2,2,2,1,2,2
5495,2,1,2,4,4,4,4,4,3,2,2,2,2
5496,3,4,4,4,4,4,3,3,2,2,2,4,4
5497,1,0,0,0,0,0,1,2,2,0,0,0,1
5498,3,0,0,0,3,4,2,0,0,2,2,2,2
5499,2,0,0,0,2,3,3,3,2,2,3,3,3
5500,2,1,0,0,1,1,1,1,2,1,1,1,1
5501,0,0,1,1,3,3,3,1,2,2,1,5,1
5502,1,0,0,4,2,4,3,3,4,5,4,5,6
5503,2,0,0,0,2,3,2,2,3,4,3,1,2
5504,3,1,0,1,1,0,1,2,3,2,3,1,1
5505,1,1,0,0,1,2,1,1,1,1,2,3,3
5506,2,1,2,2,2,2,4,2,2,2,1,2,1
5507,0,0,0,0,0,0,0,1,1,0,0,2,2
5508,1,0,0,1,2,1,1,0,0,5,1,1,1
5509,3,1,0,1,2,3,1,0,1,1,1,2,1
5510,0,1,1,2,2,1,1,1,1,1,1,0,2
5511,2,1,0,0,1,2,1,0,0,1,1,3,1
5512,2,1,1,1,1,1,1,2,2,2,2,0,2
5513,1,0,0,0,2,3,2,2,3,4,1,1,3
5514,4,2,2,3,3,1,1,2,2,2,1,2,3
5515,4,0,0,0,1,0,1,0,1,1,1,0,0
5516,2,0,0,0,0,1,0,1,1,0,1,2,1
5517,2,3,3,3,1,2,2,2,2,1,2,0,1
5518,3,0,0,0,0,2,0,1,0,1,1,0,0
5519,0,1,1,0,1,0,2,2,3,2,0,0,0
5520,2,1,1,1,2,1,2,2,3,2,1,1,1
5521,3,3,1,3,1,3,4,1,1,4,3,2,4
5522,1,0,0,0,0,1,1,2,2,1,0,0,1
5523,1,0,2,1,4,2,4,1,1,3,2,0,0
5524,1,4,4,4,2,2,2,3,2,2,3,4,3
5525,2,1,0,0,2,2,4,1,1,1,2,2,2
5526,0,0,0,1,5,2,4,2,1,1,3,5,3
5527,2,0,1,1,3,2,2,1,1,2,3,1,3
5528,4,1,2,1,4,3,4,2,4,4,2,1,2
5529,2,1,1,1,2,2,2,3,3,4,0,1,2
5530,3,1,1,1,1,1,2,1,1,4,1,1,1
5531,0,2,2,3,2,2,2,2,2,2,2,1,1
5532,2,1,2,1,2,2,5,4,6,3,5,3,2
5533,8,6,5,5,6,7,6,4,2,2,4,4,2
5534,0,0,0,0,0,0,0,0,0,0,0,1,1
5535,3,3,2,2,3,2,3,4,2,2,3,2,2
5536,3,1,2,1,1,3,0,1,1,1,2,0,0
5537,1,2,1,2,2,3,2,4,2,2,0,2,1
5538,0,0,0,0,1,2,1,2,0,1,1,1,2
5539,0,0,0,0,3,2,0,5,0,0,3,2,1
5540,0,0,0,0,2,2,2,2,2,2,3,0,0
5541,1,0,1,0,1,2,2,3,4,3,1,1,2
5542,7,2,2,2,2,2,2,2,2,2,2,2,2
5543,0,0,0,0,1,0,0,2,1,2,1,0,1
5544,2,0,0,0,0,0,0,0,0,1,0,3,0
5545,0,0,0,0,2,4,4,3,5,2,2,3,3
5546,2,1,1,1,2,2,2,2,2,2,2,1,1
5547,1,2,2,0,4,2,4,5,2,2,2,1,2
5548,4,1,2,3,4,4,4,2,3,2,2,4,4
5549,4,2,2,1,3,3,3,1,1,1,1,2,2
5550,2,2,1,0,1,2,3,1,1,2,2,0,2
5551,4,1,1,1,3,2,2,1,2,1,3,3,1
5552,3,3,0,1,1,2,3,0,3,2,2,2,4
5553,3,2,1,2,2,2,1,3,3,3,2,2,2
5554,1,1,1,1,1,2,1,2,1,1,1,1,1
5555,0,0,0,0,0,0,0,0,1,0,0,0,0
5556,2,0,0,0,2,3,2,2,2,2,1,2,1
5557,1,0,0,0,2,1,2,3,1,1,0,0,1
5558,2,0,0,0,1,2,5,1,1,1,0,0,1
5559,2,1,1,1,1,2,1,0,1,0,1,1,1
5560,2,0,0,0,0,0,1,1,1,1,2,2,1
5561,3,2,0,0,2,1,0,2,4,2,1,2,1
5562,3,2,2,2,2,4,2,2,2,3,2,4,3
5563,1,1,1,1,1,1,1,2,3,2,1,1,1
5564,2,0,2,2,4,4,2,2,2,2,3,3,3
5565,6,6,7,6,2,4,5,4,5,3,4,4,4
5566,3,0,1,1,2,1,0,1,2,1,2,1,0
5567,0,0,0,0,2,2,2,1,2,1,0,2,1
5568,0,0,0,0,0,1,1,0,0,0,1,0,0
5569,0,0,0,0,2,1,2,2,0,3,1,1,1
5570,1,0,0,0,2,2,2,1,2,2,3,3,3
5571,4,1,1,1,4,3,4,3,3,4,3,1,3
5572,1,0,0,0,2,3,4,2,2,1,1,1,1
5573,3,0,0,0,3,1,1,1,1,3,1,1,1
5574,0,0,1,1,4,2,5,2,2,2,2,2,4
5575,3,1,1,1,3,3,1,2,2,2,2,2,3
5576,2,2,4,4,3,5,3,3,2,3,3,0,0
5577,1,1,2,2,3,2,3,2,2,2,2,2,2
5578,2,2,4,2,3,3,3,4,4,2,4,5,4
5579,3,3,2,3,2,2,3,2,2,3,2,2,2
5580,3,0,0,0,0,0,0,1,1,0,0,1,0
5581,2,0,0,0,2,4,2,2,1,2,2,2,2
5582,0,2,2,2,2,1,2,3,4,5,2,2,2
5583,1,0,0,0,5,1,1,0,1,2,3,1,1
5584,0,0,0,1,2,2,1,2,0,2,3,2,3
5585,2,2,2,2,3,2,2,2,2,2,3,3,3
5586,0,0,0,0,2,1,2,1,1,3,3,1,2
5587,3,0,0,0,1,1,1,1,2,0,1,0,0
5588,2,1,1,1,1,1,3,4,2,1,1,1,1
5589,1,1,1,1,1,2,1,2,1,1,2,2,1
5590,3,3,3,3,3,2,3,1,1,1,1,2,2
5591,2,0,5,7,2,3,2,1,1,2,2,1,1
5592,2,1,1,1,1,2,2,1,1,0,1,1,2
5593,0,2,2,2,2,1,2,4,4,3,2,2,2
5594,2,3,1,1,3,5,6,2,2,2,2,1,0
5595,5,1,0,1,2,1,2,3,3,3,1,1,0
5596,1,1,0,0,2,2,2,2,2,2,2,1,1
5597,0,3,3,3,3,4,3,3,3,4,2,3,3
5598,1,1,0,1,2,0,1,3,4,2,0,0,1
5599,0,0,1,1,1,1,1,1,1,1,1,1,1
5600,1,0,0,0,3,1,3,3,3,0,2,4,4
5601,1,1,1,3,3,2,2,3,2,2,1,2,0
5602,2,0,2,3,1,5,1,2,2,2,1,3,1
5603,3,3,3,2,5,2,3,3,3,2,3,2,1
5604,2,1,1,1,3,1,2,1,1,1,2,2,2
5605,3,0,0,0,4,2,4,2,2,2,2,1,2
5606,3,1,0,1,1,1,1,2,4,2,3,4,2
5607,7,2,3,2,2,2,2,2,2,2,2,1,3
5608,1,1,0,1,2,1,1,2,1,2,0,2,0
5609,1,1,1,1,1,1,3,1,3,2,1,1,1
5610,1,1,1,2,1,1,1,1,1,1,2,2,2
5611,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,3,2,0,2,1,1,1,3,3,5,2,2,2
5613,1,2,3,3,1,2,2,1,2,2,2,1,1
5614,2,0,0,0,0,2,2,0,1,1,1,2,2
5615,0,1,0,0,2,2,1,2,2,2,2,2,2
5616,4,2,3,2,3,4,3,1,1,1,3,1,2
5617,3,0,0,0,1,2,2,2,2,1,0,0,0
5618,1,1,1,1,1,1,1,1,0,2,1,0,1
5619,2,0,0,0,3,4,2,4,3,2,1,3,1
5620,2,1,1,1,1,1,1,2,1,1,1,3,1
5621,0,2,0,0,2,2,2,3,3,3,2,2,3
5622,2,5,6,2,5,5,5,2,2,2,3,3,6
5623,1,0,0,0,2,2,2,1,1,1,1,1,2
5624,0,0,0,0,2,2,2,1,1,1,2,2,2
5625,0,0,0,0,2,2,2,1,2,2,1,1,1
5626,4,1,1,1,3,3,2,2,2,3,2,2,2
5627,0,0,0,0,3,2,2,3,3,2,4,4,4
5628,1,0,0,0,0,0,0,0,0,0,0,0,0
5629,4,2,2,0,4,3,1,3,4,2,2,2,3
5630,2,0,3,0,1,1,2,4,2,4,1,1,1
5631,3,0,0,0,0,0,1,0,1,1,0,0,0
5632,1,0,0,0,0,0,0,0,0,0,1,1,1
5633,1,0,0,0,1,1,1,0,0,0,1,1,1
5634,1,3,2,3,1,2,1,3,2,2,2,0,1
5635,5,4,2,4,3,4,3,1,2,3,4,4,4
5636,5,1,1,0,1,3,3,1,0,1,0,0,1
5637,4,3,3,2,3,3,2,2,2,2,3,3,2
5638,1,1,1,1,1,0,1,3,2,2,0,3,3
5639,5,2,7,1,2,2,2,0,2,1,2,1,2
5640,6,0,2,0,3,3,2,3,4,4,2,3,4
5641,0,0,0,0,3,2,2,3,1,3,3,3,3
5642,0,1,1,1,0,4,2,2,0,1,1,2,2
5643,1,0,0,0,1,3,1,1,3,0,1,0,1
5644,5,2,2,3,1,1,3,3,5,3,3,4,3
5645,4,0,0,0,2,2,1,0,0,1,1,1,1
5646,8,2,5,2,2,2,3,3,3,3,2,3,3
5647,0,0,0,0,1,1,1,0,2,1,2,2,2
5648,3,1,1,0,1,1,1,2,1,1,1,1,1
5649,4,2,1,2,7,4,10,2,2,2,3,3,3
5650,4,3,3,3,3,3,3,3,3,2,3,3,3
5651,0,1,2,2,3,3,3,1,3,2,2,2,3
5652,1,2,3,1,2,0,2,2,2,1,2,1,3
5653,0,0,1,0,1,1,0,2,1,0,0,0,0
5654,1,0,0,0,0,1,0,2,0,0,0,0,0
5655,2,0,0,0,2,1,0,1,2,1,0,2,2
5656,1,0,2,2,2,3,2,2,2,3,1,2,2
5657,2,1,1,1,1,1,1,1,1,1,0,0,0
5658,0,0,0,0,0,0,1,0,0,0,1,0,1
5659,0,0,1,0,1,3,0,0,2,0,1,1,0
5660,0,0,0,0,0,2,0,0,0,0,1,1,1
5661,0,0,0,0,1,1,1,2,2,2,0,0,0
5662,1,1,1,0,1,2,0,3,1,2,1,1,1
5663,2,3,0,4,2,4,4,5,4,4,2,5,3
5664,2,0,0,0,0,4,1,2,0,1,3,1,2
5665,2,3,1,0,2,2,5,4,1,3,2,2,1
5666,3,2,2,2,3,3,2,2,1,2,3,1,1
5667,3,1,1,1,2,2,2,3,2,2,1,1,1
5668,3,1,3,2,2,3,2,2,2,3,4,3,3
5669,0,0,0,0,5,2,2,2,1,3,1,1,1
5670,3,1,0,0,4,2,3,2,2,2,1,3,2
5671,1,0,0,0,3,3,3,0,3,3,3,2,1
5672,3,0,0,0,2,2,2,1,0,0,2,1,1
5673,2,1,0,1,2,2,2,2,0,4,1,3,1
5674,2,0,0,0,2,2,2,2,3,2,2,1,2
5675,4,4,0,0,2,0,1,1,2,1,0,0,3
5676,5,0,0,0,1,2,2,2,2,1,1,2,2
5677,3,3,3,2,2,2,2,1,2,1,2,2,2
5678,1,0,0,0,2,1,1,2,2,2,0,1,1
5679,1,1,1,1,1,2,2,2,1,2,1,1,1
5680,1,0,0,0,2,4,2,3,3,3,2,2,2
5681,4,1,1,1,2,2,3,1,2,3,2,2,3
5682,3,0,0,2,3,3,2,4,3,5,1,2,4
5683,0,0,0,1,1,1,1,2,1,0,0,2,1
5684,2,0,1,0,2,1,2,1,1,3,1,0,2
5685,2,2,2,1,2,2,2,2,2,2,2,2,2
5686,2,0,0,0,2,2,2,1,2,0,1,0,1
5687,2,0,0,0,4,2,2,3,1,3,2,2,2
5688,3,3,3,3,2,2,3,1,2,3,3,3,2
5689,2,1,1,1,2,1,1,1,1,1,0,1,1
5690,0,1,0,1,1,1,2,3,1,2,1,2,1
5691,4,2,2,1,2,2,2,2,2,2,2,2,2
5692,0,2,1,0,5,4,4,5,6,4,4,4,1
5693,1,0,1,0,2,0,5,1,2,1,1,2,1
5694,1,0,0,0,2,2,2,3,0,0,1,0,1
5695,0,0,0,1,1,2,3,2,2,2,2,2,2
5696,1,2,1,0,1,1,1,2,2,2,1,2,2
5697,3,1,0,0,1,1,0,2,2,2,2,2,2
5698,3,1,2,1,2,1,2,2,1,2,1,0,0
5699,1,2,1,1,2,2,2,2,2,2,2,2,2
5700,0,0,0,0,1,1,1,0,2,1,0,0,1
5701,0,0,0,1,3,1,3,1,1,0,2,2,0
5702,2,1,1,1,0,0,4,4,1,4,3,2,2
5703,3,4,4,4,4,4,3,1,2,1,4,4,4
5704,0,0,0,0,2,3,2,1,1,1,0,1,1
5705,4,0,0,0,1,3,1,4,4,4,2,2,2
5706,1,0,0,0,1,0,0,3,0,0,0,0,2
5707,4,0,0,0,2,1,3,1,2,1,1,0,1
5708,4,1,1,1,4,2,5,2,2,2,2,1,2
5709,9,0,0,0,2,2,2,0,0,1,1,1,0
5710,2,3,1,1,2,2,2,2,2,2,2,1,2
5711,1,0,0,0,1,0,1,1,2,0,1,1,0
5712,4,0,2,1,2,2,3,2,2,2,1,0,2
5713,2,1,2,1,2,3,1,3,5,3,1,1,0
5714,2,0,0,0,3,3,0,1,2,1,0,0,0
5715,1,0,0,0,1,1,2,2,4,3,2,0,0
5716,4,4,1,2,4,3,5,2,3,3,2,2,2
5717,0,0,1,0,1,1,0,2,2,1,0,0,1
5718,2,0,0,0,0,0,1,0,0,0,0,0,0
5719,3,1,1,1,4,2,5,1,3,2,2,2,2
5720,0,0,0,0,2,1,1,3,2,1,0,0,1
5721,1,3,2,2,2,1,2,3,2,4,3,1,2
5722,0,1,1,1,1,2,1,2,3,3,2,2,3
5723,3,1,0,5,3,1,1,1,1,1,0,1,1
5724,4,2,3,1,3,0,1,2,2,2,0,1,1
5725,3,1,1,1,1,4,1,2,2,2,2,1,1
5726,2,1,2,1,3,3,4,2,2,2,2,3,2
5727,1,2,2,2,2,2,2,2,2,2,2,2,2
5728,1,2,3,3,2,2,2,2,2,3,2,3,2
5729,2,0,0,0,2,0,3,3,0,2,2,1,3
5730,1,3,2,3,4,2,2,2,1,1,2,2,2
5731,2,1,1,2,3,3,1,1,4,4,0,3,3
5732,4,0,2,0,1,2,2,1,3,2,1,2,1
5733,1,3,1,2,4,2,2,2,3,2,2,2,2
5734,2,1,1,1,2,1,2,1,1,1,2,2,2
5735,3,0,0,0,2,1,0,3,4,3,2,1,4
5736,4,0,0,0,0,0,1,0,0,0,0,0,2
5737,1,0,0,0,1,4,1,0,2,2,1,1,1
5738,1,0,0,0,2,2,2,3,3,3,0,1,3
5739,2,7,3,7,6,5,6,6,6,5,6,4,5
5740,1,2,1,1,3,2,2,1,2,2,2,1,2
5741,0,4,4,5,2,2,2,2,2,2,2,3,3
5742,2,3,4,4,3,0,4,2,2,2,0,4,0
5743,4,1,0,1,3,2,4,2,2,2,3,3,2
5744,3,0,0,0,1,2,1,3,3,0,1,1,1
5745,0,0,0,0,0,0,0,0,0,0,0,0,0
5746,3,2,2,2,5,4,2,2,2,1,3,3,3
5747,2,3,1,3,6,3,5,2,4,2,2,1,3
5748,1,0,0,0,2,0,3,2,0,2,2,2,2
5749,2,1,1,1,1,2,2,1,1,2,1,3,1
5750,2,0,0,1,4,2,5,1,2,2,1,0,0
5751,7,0,0,0,4,2,2,2,2,2,3,3,2
5752,2,0,0,1,0,0,0,2,2,1,1,2,1
5753,2,2,2,2,1,1,1,4,4,5,2,1,2
5754,2,0,0,2,4,2,2,1,2,2,2,2,0
5755,0,0,0,0,1,0,1,0,2,0,1,2,2
5756,0,2,2,2,2,2,2,2,2,2,2,2,2
5757,3,3,1,2,2,3,5,3,5,2,1,1,2
5758,1,0,0,0,1,1,2,2,2,1,0,1,1
5759,0,1,1,3,3,3,3,5,3,3,2,3,3
5760,0,0,0,0,1,1,0,0,1,1,2,0,0
5761,4,3,3,4,2,4,3,2,2,4,3,4,2
5762,1,0,0,0,2,4,2,1,3,2,2,1,3
5763,3,2,0,0,1,1,1,2,1,2,2,2,3
5764,1,0,0,0,0,0,0,0,0,1,1,0,1
5765,1,1,0,0,2,2,2,2,2,2,1,2,1
5766,1,0,0,0,2,3,2,1,4,2,2,3,0
5767,2,1,1,1,3,4,2,2,2,2,3,2,3
5768,1,0,0,0,2,1,1,0,0,1,1,0,1
5769,1,0,0,0,3,1,2,3,2,2,1,1,1
5770,0,1,1,1,2,1,2,1,1,0,0,0,1
5771,1,0,0,0,0,0,0,1,0,0,0,0,0
5772,0,0,1,0,2,2,2,1,3,2,0,3,0
5773,3,3,2,2,2,2,3,2,2,2,2,1,2
5774,0,0,0,0,0,0,1,0,1,1,1,0,1
5775,1,0,0,0,2,2,3,2,3,2,2,2,2
5776,0,0,1,0,0,2,2,1,1,0,1,0,0
5777,1,0,0,0,2,1,1,2,2,1,1,1,1
5778,2,0,0,0,2,2,5,4,4,5,0,2,2
5779,6,1,1,0,2,2,0,1,0,0,2,0,0
5780,0,3,3,2,2,1,2,2,3,2,2,2,2
5781,6,0,0,0,2,3,2,2,1,2,1,1,1
5782,1,0,0,0,1,1,3,1,1,2,0,1,2
5783,3,0,2,0,3,0,3,2,3,2,1,1,1
5784,2,1,1,0,2,2,2,3,3,4,1,2,1
5785,2,2,3,3,0,1,2,8,4,3,2,2,1
5786,1,1,1,0,2,2,1,1,1,1,2,4,0
5787,5,2,2,2,1,2,1,4,4,3,1,3,3
5788,0,0,0,0,2,0,1,2,0,0,0,2,1
5789,3,2,2,2,2,2,2,1,1,0,2,2,2
5790,0,2,1,2,1,1,3,3,3,2,2,2,2
5791,1,2,0,0,2,2,5,2,1,1,3,0,2
5792,0,0,0,0,3,3,3,2,3,2,1,2,1
5793,4,1,1,1,3,4,4,3,4,4,4,4,3
5794,0,1,0,1,1,1,2,0,5,1,3,1,1
5795,3,0,0,0,2,1,0,3,1,0,1,1,0
5796,2,1,1,1,0,1,0,0,0,1,0,0,0
5797,0,0,0,0,2,0,1,3,3,3,0,0,2
5798,1,1,1,1,1,2,2,1,1,1,2,1,3
5799,0,1,0,1,2,2,3,2,1,3,3,2,3
5800,3,0,1,0,0,1,0,1,0,1,1,1,2
5801,2,2,2,1,1,2,2,2,1,2,2,1,3
5802,1,1,3,3,2,1,1,2,1,1,1,2,2
5803,2,0,0,0,1,2,1,1,2,1,1,2,1
5804,9,0,0,0,0,2,0,3,1,1,0,1,0
5805,5,0,0,0,1,3,1,1,1,1,1,0,1
5806,3,3,2,2,3,3,3,1,1,1,3,2,3
5807,2,1,1,1,4,0,4,3,1,3,3,1,3
5808,1,0,0,0,0,0,0,1,0,1,0,0,0
5809,0,0,0,1,5,1,1,2,2,1,2,3,3
5810,6,2,1,1,2,0,2,2,4,2,1,3,1
5811,0,0,0,0,1,2,0,0,1,0,0,0,0
5812,1,0,0,0,2,2,2,0,0,0,3,1,2
5813,0,0,0,0,2,2,2,3,2,2,3,1,1
5814,3,0,0,0,2,2,2,2,2,2,1,2,0
5815,0,0,0,1,3,0,0,1,1,1,0,0,1
5816,2,1,0,0,2,2,2,0,2,0,1,1,1
5817,1,1,1,1,3,2,4,0,2,2,2,3,1
5818,2,0,0,2,1,1,3,3,2,2,4,1,2
5819,2,0,2,1,1,1,2,1,0,1,1,0,2
5820,4,0,0,0,2,2,2,1,1,1,2,1,2
5821,4,1,1,1,2,2,2,0,1,0,2,1,1
5822,0,2,0,0,2,2,2,4,3,2,2,2,2
5823,0,2,2,2,2,2,2,3,2,2,2,2,2
5824,3,2,2,2,2,2,2,2,2,2,2,2,2
5825,1,2,1,2,2,2,2,2,4,2,2,3,1
5826,1,1,1,1,1,0,2,1,1,1,1,1,1
5827,0,0,0,0,1,0,1,1,1,1,0,1,1
5828,0,0,0,0,2,2,2,3,3,3,1,1,1
5829,3,2,3,2,2,1,2,1,2,2,1,1,1
5830,1,5,3,1,4,4,4,4,2,2,2,4,4
5831,1,0,0,0,0,0,0,0,0,0,0,2,1
5832,2,0,0,0,3,5,4,0,2,2,2,2,2
5833,0,0,0,0,1,0,0,0,1,1,1,0,1
5834,3,2,0,1,2,1,2,2,2,3,1,1,1
5835,2,3,2,2,2,3,2,1,1,1,0,2,0
5836,3,0,0,0,1,4,1,1,1,2,3,1,1
5837,1,0,0,0,2,2,2,3,2,1,1,1,1
5838,2,2,2,1,2,2,2,2,2,2,2,3,3
5839,4,0,0,0,2,2,2,2,2,2,1,2,3
5840,1,4,2,2,4,4,4,1,2,1,1,2,1
5841,5,1,1,1,2,3,3,1,1,0,2,2,2
5842,2,1,1,1,1,2,5,3,2,1,2,2,4
5843,2,0,0,0,7,2,0,4,3,2,3,3,0
5844,1,0,0,1,2,2,2,3,2,1,1,1,1
5845,3,0,0,0,2,3,2,1,1,3,1,2,2
5846,3,2,2,1,3,4,3,3,3,3,4,3,3
5847,1,0,0,0,0,0,0,0,0,0,0,0,0
5848,2,0,0,1,4,1,3,1,0,1,1,2,3
5849,1,0,0,0,1,0,1,1,1,1,0,0,0
5850,1,0,0,0,1,0,0,0,0,1,0,0,0
5851,0,0,0,0,1,2,4,2,1,3,2,3,2
5852,3,0,0,3,0,0,1,0,1,0,1,1,0
5853,3,1,0,2,2,2,2,3,5,4,2,2,2
5854,1,1,0,2,2,2,2,0,1,1,2,0,1
5855,0,3,3,2,2,1,2,0,2,1,2,2,0
5856,2,0,0,0,2,2,0,3,3,3,2,0,2
5857,2,0,0,1,2,1,2,1,1,1,2,2,1
5858,2,0,0,0,1,1,1,1,1,1,0,1,2
5859,0,1,1,0,2,1,2,2,2,1,2,1,1
5860,2,1,1,1,2,2,3,1,1,1,0,0,1
5861,1,0,0,0,5,3,2,5,5,5,3,4,3
5862,1,3,2,3,1,2,1,1,2,1,2,0,2
5863,1,0,0,0,1,2,1,3,1,0,2,2,1
5864,3,1,2,1,2,2,2,1,1,1,2,2,1
5865,0,0,0,0,1,1,1,1,2,2,0,1,1
5866,3,0,0,0,2,1,2,1,2,2,3,2,1
5867,3,0,0,0,2,2,2,5,0,5,1,2,2
5868,1,0,0,0,4,2,0,3,2,1,3,3,3
5869,1,2,5,2,5,2,6,3,0,2,2,2,2
5870,1,2,2,2,5,0,5,2,2,2,2,2,5
5871,0,0,0,0,1,2,2,2,2,2,2,1,2
5872,0,1,0,0,2,2,2,0,2,3,0,1,0
5873,2,0,0,0,1,2,1,2,2,4,2,1,1
5874,0,0,0,0,3,3,3,1,1,1,2,1,2
5875,6,4,5,4,4,5,4,2,4,4,2,2,2
5876,1,5,5,4,0,0,0,4,4,4,0,0,0
5877,6,0,0,0,0,0,0,0,2,0,1,1,1
5878,4,4,1,1,5,2,5,2,2,2,4,1,3
5879,1,0,0,0,0,0,0,0,0,0,0,0,0
5880,1,3,0,1,1,1,1,1,2,2,0,1,1
5881,0,3,3,1,4,4,0,3,3,4,3,3,3
5882,5,0,0,0,1,0,0,0,0,0,1,1,3
5883,3,0,2,3,4,2,2,1,3,1,3,2,1
5884,6,3,3,2,5,6,3,3,3,3,3,5,3
5885,1,2,2,2,3,0,2,2,2,0,2,2,3
5886,0,2,2,2,1,3,3,3,4,3,2,4,4
5887,1,0,0,0,2,0,1,2,3,3,0,1,1
5888,4,2,0,0,3,4,3,1,4,0,2,2,4
5889,2,0,0,0,3,3,2,0,2,0,2,2,0
5890,3,1,0,2,4,3,4,2,4,4,2,3,2
5891,0,0,0,0,1,3,1,1,2,3,1,3,2
5892,0,0,0,0,2,2,2,1,2,2,2,2,3
5893,1,0,2,2,1,1,4,0,1,1,0,1,1
5894,1,1,1,1,4,4,4,5,3,3,3,3,4
5895,1,1,1,3,3,0,1,1,1,1,0,2,2
5896,3,3,2,3,2,4,2,1,1,2,1,1,2
5897,1,2,2,1,1,2,4,2,3,2,2,2,2
5898,5,1,1,2,1,2,3,1,1,2,1,1,1
5899,2,0,0,0,1,1,2,3,3,1,1,2,1
5900,0,0,0,0,0,0,0,4,4,2,2,2,2
5901,3,3,3,3,3,2,4,3,1,2,2,3,2
5902,2,2,2,5,5,1,1,4,2,2,2,0,2
5903,3,2,2,2,2,2,2,2,3,1,3,2,2
5904,2,0,0,0,2,2,1,1,0,0,1,0,0
5905,1,0,0,0,1,1,1,1,3,0,2,1,0
5906,1,1,3,1,2,1,4,4,1,1,1,3,3
5907,0,0,0,0,3,2,2,4,4,4,1,1,1
5908,1,1,1,2,2,2,2,1,1,1,2,2,2
5909,2,2,1,2,2,2,2,3,2,3,1,2,2
5910,3,0,0,0,2,1,1,1,1,1,3,1,2
5911,2,2,3,3,2,3,2,2,2,3,2,3,3
5912,2,0,0,0,2,2,3,1,0,4,3,1,1
5913,0,4,0,0,2,2,2,1,1,1,1,4,1
5914,1,0,0,0,2,2,1,1,1,1,0,0,0
5915,3,0,0,0,2,0,2,1,1,4,0,0,0
5916,0,0,0,0,2,2,2,2,2,2,1,0,2
5917,1,0,0,0,0,0,0,1,0,0,0,0,0
5918,3,4,4,4,4,4,4,3,2,3,0,0,0
5919,0,0,0,0,0,0,0,2,3,2,2,0,1
5920,3,0,0,0,0,1,1,2,2,1,3,3,3
5921,0,0,2,0,1,0,2,1,3,2,0,0,1
5922,2,1,2,2,3,1,3,2,2,2,2,4,1
